booking_id,package_id,user_id,booking_date,travel_date,lead_time_days,group_size,final_price_paid
BKG01070,PKG0055,USR0003,2025-02-20,2025-05-21,90,3,48410
BKG01071,PKG0021,USR0260,2024-03-15,2024-06-13,90,2,30560
BKG01072,PKG0052,USR0258,2024-04-29,2024-05-29,30,2,22200
BKG01073,PKG0010,USR0263,2025-07-04,2025-07-14,10,5,74430
BKG01074,PKG0019,USR0295,2025-03-29,2025-04-03,5,4,205580
BKG01075,PKG0038,USR0194,2024-09-06,2024-09-21,15,3,259710
BKG01076,PKG0049,USR0388,2025-04-14,2025-04-24,10,2,86410
BKG01077,PKG0053,USR0349,2025-08-23,2025-09-22,30,5,159930
BKG01078,PKG0016,USR0015,2024-09-21,2024-10-21,30,2,63550
BKG01079,PKG0016,USR0035,2024-08-13,2024-12-11,120,2,75120
BKG01080,PKG0001,USR0347,2024-11-19,2024-12-19,30,3,163960
BKG01081,PKG0042,USR0212,2025-06-12,2025-07-27,45,4,195220
BKG01082,PKG0023,USR0275,2024-09-26,2024-10-11,15,3,221880
BKG01083,PKG0021,USR0128,2025-02-12,2025-06-12,120,5,64090
BKG01084,PKG0037,USR0345,2024-12-16,2024-12-26,10,3,132100
BKG01085,PKG0042,USR0039,2024-07-01,2024-07-31,30,10,436580
BKG01086,PKG0056,USR0244,2024-08-11,2024-08-26,15,6,226600
BKG01087,PKG0035,USR0294,2024-07-13,2024-09-11,60,2,8450
BKG01088,PKG0033,USR0256,2024-08-28,2024-09-12,15,4,108890
BKG01089,PKG0002,USR0377,2024-09-28,2024-10-08,10,8,73570
BKG01090,PKG0045,USR0106,2024-09-12,2025-01-10,120,3,94520
BKG01091,PKG0054,USR0317,2024-04-19,2024-04-29,10,1,26520
BKG01092,PKG0047,USR0062,2025-05-19,2025-06-18,30,2,53380
BKG01093,PKG0035,USR0315,2025-07-08,2026-01-04,180,3,13370
BKG01094,PKG0049,USR0022,2025-01-15,2025-03-01,45,2,70790
BKG01095,PKG0012,USR0318,2025-08-11,2025-08-21,10,10,514870
BKG01096,PKG0039,USR0141,2025-06-07,2025-07-07,30,1,17790
BKG01097,PKG0040,USR0144,2025-08-13,2025-09-12,30,3,53970
BKG01098,PKG0044,USR0066,2025-03-09,2025-03-24,15,8,510040
BKG01099,PKG0006,USR0245,2024-02-03,2024-02-23,20,3,27050
BKG01100,PKG0048,USR0258,2024-06-27,2024-09-25,90,2,15240
BKG01101,PKG0052,USR0235,2025-06-14,2025-06-24,10,1,11650
BKG01102,PKG0017,USR0236,2024-01-09,2024-02-08,30,3,67870
BKG01103,PKG0047,USR0007,2025-01-23,2025-04-23,90,10,275970
BKG01104,PKG0028,USR0298,2025-01-05,2025-07-04,180,4,45550
BKG01105,PKG0056,USR0314,2024-07-10,2024-09-08,60,3,90600
BKG01106,PKG0030,USR0281,2024-10-02,2024-11-01,30,10,1000860
BKG01107,PKG0022,USR0242,2024-12-17,2025-01-06,20,2,19870
BKG01108,PKG0004,USR0188,2025-03-10,2025-03-25,15,1,9900
BKG01109,PKG0015,USR0108,2025-01-16,2025-03-02,45,5,29360
BKG01110,PKG0019,USR0187,2024-10-13,2024-10-28,15,1,34020
BKG01111,PKG0020,USR0231,2024-05-14,2024-07-13,60,2,48260
BKG01112,PKG0043,USR0295,2024-04-12,2024-04-27,15,2,65460
BKG01113,PKG0026,USR0370,2024-08-29,2024-10-13,45,3,94660
BKG01114,PKG0032,USR0285,2025-01-25,2025-03-11,45,6,133020
BKG01115,PKG0020,USR0101,2024-06-02,2024-06-12,10,2,58630
BKG01116,PKG0005,USR0243,2024-06-29,2024-07-19,20,4,76600
BKG01117,PKG0020,USR0216,2025-06-13,2025-06-15,2,2,70870
BKG01118,PKG0032,USR0274,2025-05-13,2025-06-02,20,2,44140
BKG01119,PKG0019,USR0154,2025-08-04,2026-01-31,180,6,171010
BKG01120,PKG0028,USR0025,2024-06-16,2024-07-16,30,3,35560
BKG01121,PKG0055,USR0031,2024-09-17,2024-11-16,60,2,32790
BKG01122,PKG0052,USR0244,2024-04-08,2024-05-23,45,3,32840
BKG01123,PKG0028,USR0231,2024-09-23,2024-10-03,10,2,30630
BKG01124,PKG0040,USR0185,2025-07-24,2025-10-22,90,4,72680
BKG01125,PKG0046,USR0132,2025-02-25,2025-03-07,10,2,64570
BKG01126,PKG0020,USR0063,2025-09-12,2025-09-27,15,4,123480
BKG01127,PKG0040,USR0102,2025-07-05,2025-10-03,90,3,55840
BKG01128,PKG0014,USR0090,2024-10-18,2024-11-07,20,2,14970
BKG01129,PKG0046,USR0182,2025-06-06,2025-08-05,60,2,56630
BKG01130,PKG0014,USR0250,2025-04-02,2025-04-07,5,6,57980
BKG01131,PKG0042,USR0041,2024-10-20,2025-02-17,120,5,200890
BKG01132,PKG0025,USR0238,2024-05-28,2024-06-27,30,2,20910
BKG01133,PKG0003,USR0086,2024-12-11,2025-03-11,90,2,207880
BKG01134,PKG0056,USR0216,2025-08-08,2025-08-18,10,2,73730
BKG01135,PKG0047,USR0208,2024-03-14,2024-06-12,90,4,91580
BKG01136,PKG0028,USR0041,2024-08-21,2024-08-26,5,8,125730
BKG01137,PKG0050,USR0161,2024-10-25,2025-02-22,120,3,15370
BKG01138,PKG0004,USR0364,2025-02-08,2025-03-10,30,4,29970
BKG01139,PKG0017,USR0139,2025-01-06,2025-05-06,120,5,104410
BKG01140,PKG0001,USR0383,2025-04-06,2025-04-21,15,4,235750
BKG01141,PKG0048,USR0212,2024-01-24,2024-04-23,90,2,18200
BKG01142,PKG0002,USR0065,2024-09-14,2024-10-29,45,2,17990
BKG01143,PKG0029,USR0381,2024-03-22,2024-05-21,60,2,45210
BKG01144,PKG0006,USR0108,2024-04-15,2024-05-05,20,1,12470
BKG01145,PKG0033,USR0049,2025-04-29,2025-06-13,45,2,46150
BKG01146,PKG0043,USR0281,2025-02-10,2025-02-12,2,2,75750
BKG01147,PKG0049,USR0269,2024-03-26,2024-05-10,45,4,137940
BKG01148,PKG0006,USR0054,2024-06-08,2024-06-23,15,4,50410
BKG01149,PKG0026,USR0044,2025-02-03,2025-03-05,30,2,62420
BKG01150,PKG0046,USR0159,2024-10-17,2024-12-01,45,2,67720
BKG01151,PKG0036,USR0227,2024-05-14,2024-06-28,45,1,6360
BKG01152,PKG0019,USR0270,2024-01-30,2024-02-19,20,2,63270
BKG01153,PKG0038,USR0018,2024-11-29,2024-12-09,10,4,403400
BKG01154,PKG0007,USR0244,2025-07-07,2025-09-05,60,4,27010
BKG01155,PKG0011,USR0140,2024-05-18,2024-05-23,5,10,523620
BKG01156,PKG0049,USR0358,2025-08-28,2025-08-30,2,3,128570
BKG01157,PKG0002,USR0306,2025-07-31,2025-08-20,20,5,41230
BKG01158,PKG0059,USR0223,2025-06-30,2025-08-14,45,3,69710
BKG01159,PKG0027,USR0159,2025-05-08,2025-05-23,15,2,22870
BKG01160,PKG0053,USR0277,2024-04-01,2024-09-28,180,10,262320
BKG01161,PKG0015,USR0227,2025-02-26,2025-05-27,90,2,15640
BKG01162,PKG0024,USR0134,2024-01-11,2024-01-21,10,4,92120
BKG01163,PKG0014,USR0001,2024-05-19,2024-07-18,60,2,10650
BKG01164,PKG0031,USR0177,2025-07-01,2025-07-16,15,3,112860
BKG01165,PKG0050,USR0005,2025-05-18,2025-07-02,45,3,18070
BKG01166,PKG0040,USR0387,2024-01-10,2024-05-09,120,2,37300
BKG01167,PKG0050,USR0393,2024-10-26,2024-11-10,15,2,16750
BKG01168,PKG0047,USR0306,2024-01-08,2024-01-23,15,1,39830
BKG01169,PKG0025,USR0281,2025-02-25,2025-06-25,120,1,9480
BKG01170,PKG0015,USR0288,2024-09-12,2024-09-27,15,10,76960
BKG01171,PKG0051,USR0084,2025-02-03,2025-02-23,20,6,90560
BKG01172,PKG0008,USR0194,2024-03-22,2024-04-01,10,2,105490
BKG01173,PKG0023,USR0217,2025-06-13,2025-08-12,60,6,365380
BKG01174,PKG0009,USR0392,2025-09-19,2025-10-09,20,2,24410
BKG01175,PKG0001,USR0356,2024-10-18,2025-01-16,90,6,297690
BKG01176,PKG0033,USR0333,2024-10-02,2024-10-17,15,2,58720
BKG01177,PKG0031,USR0212,2024-03-11,2024-06-09,90,4,114200
BKG01178,PKG0049,USR0094,2024-04-23,2024-08-21,120,2,61870
BKG01179,PKG0041,USR0327,2025-04-08,2025-08-06,120,2,14630
BKG01180,PKG0034,USR0140,2025-05-18,2025-05-28,10,3,155910
BKG01181,PKG0016,USR0097,2024-06-04,2024-06-06,2,2,95440
BKG01182,PKG0015,USR0026,2024-01-23,2024-05-22,120,5,33910
BKG01183,PKG0057,USR0096,2024-10-15,2024-11-29,45,2,31340
BKG01184,PKG0050,USR0138,2025-03-24,2025-04-23,30,3,20200
BKG01185,PKG0022,USR0373,2024-04-02,2024-04-04,2,2,23540
BKG01186,PKG0001,USR0078,2024-08-10,2024-09-24,45,4,183770
BKG01187,PKG0014,USR0176,2025-05-25,2025-06-24,30,8,41120
BKG01188,PKG0019,USR0191,2024-02-02,2024-02-22,20,4,116860
BKG01189,PKG0030,USR0170,2024-05-29,2024-09-26,120,3,235250
BKG01190,PKG0053,USR0029,2025-02-05,2025-02-25,20,2,62630
BKG01191,PKG0021,USR0037,2024-07-04,2024-09-02,60,2,31190
BKG01192,PKG0009,USR0099,2024-09-13,2024-09-23,10,1,15180
BKG01193,PKG0010,USR0196,2024-05-04,2024-07-03,60,2,27390
BKG01194,PKG0003,USR0394,2025-01-29,2025-05-29,120,1,126100
BKG01195,PKG0001,USR0395,2024-09-10,2024-10-10,30,2,92190
BKG01196,PKG0025,USR0378,2024-07-22,2024-09-05,45,2,20180
BKG01197,PKG0036,USR0236,2024-04-06,2024-04-26,20,2,13520
BKG01198,PKG0038,USR0267,2024-08-01,2024-08-31,30,2,134850
BKG01199,PKG0032,USR0243,2024-11-15,2025-03-15,120,4,80120
BKG01200,PKG0028,USR0166,2024-02-13,2024-03-29,45,5,68210
BKG01201,PKG0048,USR0382,2025-06-17,2025-06-27,10,1,9340
BKG01202,PKG0059,USR0063,2024-11-01,2024-12-16,45,2,56790
BKG01203,PKG0054,USR0102,2024-02-23,2024-03-14,20,2,38900
BKG01204,PKG0002,USR0342,2024-04-25,2024-05-10,15,4,39180
BKG01205,PKG0038,USR0121,2024-11-28,2025-02-26,90,3,200010
BKG01206,PKG0036,USR0008,2024-10-09,2024-11-23,45,2,16270
BKG01207,PKG0014,USR0300,2024-09-05,2024-12-04,90,2,12600
BKG01208,PKG0020,USR0005,2025-08-18,2025-08-23,5,1,33040
BKG01209,PKG0016,USR0354,2025-09-02,2025-09-17,15,8,303920
BKG01210,PKG0017,USR0080,2024-04-01,2024-04-06,5,2,77990
BKG01211,PKG0013,USR0128,2024-04-03,2024-04-05,2,6,194730
BKG01212,PKG0034,USR0352,2025-10-02,2025-10-17,15,2,99300
BKG01213,PKG0002,USR0031,2024-06-06,2024-08-05,60,10,63350
BKG01214,PKG0057,USR0360,2024-04-19,2024-04-24,5,3,60040
BKG01215,PKG0014,USR0065,2024-11-20,2024-12-20,30,1,6560
BKG01216,PKG0054,USR0286,2024-12-21,2025-02-04,45,6,102920
BKG01217,PKG0022,USR0225,2024-01-22,2024-01-24,2,4,42790
BKG01218,PKG0059,USR0353,2024-05-17,2024-06-06,20,4,98380
BKG01219,PKG0027,USR0129,2025-05-11,2025-06-25,45,2,18260
BKG01220,PKG0059,USR0362,2024-10-28,2024-11-17,20,6,147380
BKG01221,PKG0038,USR0278,2024-07-13,2024-08-12,30,6,416420
BKG01222,PKG0051,USR0291,2024-12-22,2025-02-05,45,1,16060
BKG01223,PKG0036,USR0166,2024-10-08,2024-10-23,15,2,15770
BKG01224,PKG0005,USR0307,2025-07-21,2025-08-20,30,4,82700
BKG01225,PKG0027,USR0083,2024-06-07,2024-06-22,15,5,50520
BKG01226,PKG0052,USR0231,2024-09-26,2024-12-25,90,6,57550
BKG01227,PKG0053,USR0278,2024-01-01,2024-01-11,10,4,142320
BKG01228,PKG0056,USR0398,2025-01-23,2025-04-23,90,2,71520
BKG01229,PKG0053,USR0376,2024-01-20,2024-03-05,45,2,65290
BKG01230,PKG0011,USR0318,2025-09-27,2025-11-11,45,4,184620
BKG01231,PKG0037,USR0123,2024-03-05,2024-03-25,20,3,94910
BKG01232,PKG0024,USR0338,2025-01-31,2025-04-01,60,3,56530
BKG01233,PKG0025,USR0098,2025-05-24,2025-07-23,60,3,25280
BKG01234,PKG0060,USR0393,2025-09-19,2025-10-04,15,6,35300
BKG01235,PKG0032,USR0145,2024-11-25,2025-02-23,90,6,111340
BKG01236,PKG0045,USR0057,2024-03-09,2024-03-14,5,5,184380
BKG01237,PKG0020,USR0023,2024-05-12,2024-06-26,45,3,71660
BKG01238,PKG0005,USR0092,2024-07-25,2024-08-14,20,2,41160
BKG01239,PKG0008,USR0055,2024-04-11,2024-07-10,90,3,119050
BKG01240,PKG0031,USR0017,2025-02-01,2025-02-11,10,2,69940
BKG01241,PKG0020,USR0337,2025-09-30,2025-10-15,15,2,50930
BKG01242,PKG0036,USR0360,2024-02-20,2024-03-01,10,6,41710
BKG01243,PKG0047,USR0188,2024-03-13,2024-03-18,5,8,270030
BKG01244,PKG0001,USR0007,2024-08-01,2024-08-21,20,4,147770
BKG01245,PKG0020,USR0336,2024-03-22,2024-06-20,90,3,70950
BKG01246,PKG0051,USR0240,2024-03-03,2024-05-02,60,2,29960
BKG01247,PKG0015,USR0185,2025-03-01,2025-06-29,120,2,10710
BKG01248,PKG0038,USR0189,2024-02-29,2024-06-28,120,2,123230
BKG01249,PKG0052,USR0316,2024-02-11,2024-05-11,90,5,48560
BKG01250,PKG0023,USR0376,2024-11-07,2024-12-22,45,2,163400
BKG01251,PKG0049,USR0040,2025-06-15,2025-07-30,45,4,106840
BKG01252,PKG0019,USR0050,2024-08-24,2024-10-08,45,4,109250
BKG01253,PKG0060,USR0273,2024-07-16,2024-10-14,90,2,10010
BKG01254,PKG0024,USR0270,2025-08-06,2025-08-08,2,5,109110
BKG01255,PKG0005,USR0321,2025-07-25,2025-08-04,10,6,155650
BKG01256,PKG0060,USR0384,2024-04-18,2024-06-02,45,5,26470
BKG01257,PKG0034,USR0393,2025-01-01,2025-04-01,90,4,157360
BKG01258,PKG0056,USR0346,2025-03-13,2025-03-15,2,2,89600
BKG01259,PKG0021,USR0054,2024-07-03,2024-07-18,15,3,62310
BKG01260,PKG0044,USR0282,2024-12-11,2024-12-26,15,4,301130
BKG01261,PKG0047,USR0337,2025-09-06,2026-01-04,120,2,50330
BKG01262,PKG0020,USR0227,2024-11-18,2024-11-28,10,4,147850
BKG01263,PKG0022,USR0282,2024-11-28,2024-12-28,30,6,47260
BKG01264,PKG0024,USR0191,2025-03-16,2025-03-21,5,4,85520
BKG01265,PKG0008,USR0372,2024-09-03,2024-12-02,90,3,120050
BKG01266,PKG0045,USR0289,2025-01-19,2025-01-24,5,2,96140
BKG01267,PKG0018,USR0393,2024-09-17,2024-10-17,30,2,29490
BKG01268,PKG0017,USR0185,2025-04-03,2025-04-18,15,2,64950
BKG01269,PKG0019,USR0204,2024-02-05,2024-02-07,2,2,78560
BKG01270,PKG0014,USR0146,2025-06-14,2025-07-04,20,3,19380
BKG01271,PKG0056,USR0070,2024-11-05,2024-12-05,30,4,151300
BKG01272,PKG0038,USR0004,2024-08-15,2024-08-30,15,1,70980
BKG01273,PKG0001,USR0110,2024-01-23,2024-01-28,5,2,144950
BKG01274,PKG0032,USR0396,2024-10-09,2025-01-07,90,4,94590
BKG01275,PKG0043,USR0284,2025-08-07,2025-10-06,60,4,98520
BKG01276,PKG0039,USR0293,2024-02-08,2024-04-08,60,1,19720
BKG01277,PKG0028,USR0236,2024-05-21,2024-08-19,90,2,21630
BKG01278,PKG0021,USR0136,2025-08-19,2025-09-08,20,10,162770
BKG01279,PKG0044,USR0128,2024-11-03,2024-11-08,5,1,89790
BKG01280,PKG0031,USR0048,2025-08-05,2025-09-04,30,2,61380
BKG01281,PKG0056,USR0112,2024-11-28,2025-01-12,45,2,85460
BKG01282,PKG0057,USR0248,2025-08-13,2025-08-23,10,1,16460
BKG01283,PKG0047,USR0049,2024-11-03,2025-03-03,120,3,63400
BKG01284,PKG0010,USR0020,2025-08-13,2025-08-15,2,4,83000
BKG01285,PKG0059,USR0196,2024-02-27,2024-03-03,5,6,176240
BKG01286,PKG0008,USR0395,2025-03-20,2025-04-19,30,2,104210
BKG01287,PKG0056,USR0214,2024-05-03,2024-05-05,2,5,289390
BKG01288,PKG0038,USR0395,2025-09-08,2026-03-07,180,2,121970
BKG01289,PKG0051,USR0006,2025-01-26,2025-05-26,120,5,73310
BKG01290,PKG0014,USR0028,2024-02-12,2024-02-22,10,1,7100
BKG01291,PKG0015,USR0164,2024-06-02,2024-06-17,15,3,21140
BKG01292,PKG0017,USR0168,2024-08-14,2024-08-19,5,6,163190
BKG01293,PKG0024,USR0079,2025-02-06,2025-02-26,20,1,19930
BKG01294,PKG0051,USR0229,2025-08-12,2025-08-27,15,1,18160
BKG01295,PKG0048,USR0259,2025-03-18,2025-04-02,15,6,65760
BKG01296,PKG0042,USR0149,2024-05-31,2024-06-20,20,2,97330
BKG01297,PKG0043,USR0068,2025-05-02,2025-07-31,90,8,176480
BKG01298,PKG0022,USR0293,2025-07-15,2025-07-25,10,1,8160
BKG01299,PKG0053,USR0205,2025-02-12,2025-05-13,90,6,171050
BKG01300,PKG0003,USR0257,2024-05-13,2024-05-23,10,2,368300
BKG01301,PKG0025,USR0391,2025-07-26,2025-08-15,20,4,41950
BKG01302,PKG0028,USR0102,2025-08-08,2025-08-23,15,2,28230
BKG01303,PKG0007,USR0101,2025-06-20,2025-07-10,20,4,28760
BKG01304,PKG0054,USR0127,2024-09-29,2024-10-29,30,8,150980
BKG01305,PKG0027,USR0398,2025-08-12,2026-02-08,180,8,54420
BKG01306,PKG0017,USR0046,2025-02-27,2025-03-04,5,4,117280
BKG01307,PKG0018,USR0217,2024-07-14,2024-08-13,30,2,28010
BKG01308,PKG0015,USR0165,2024-01-25,2024-04-24,90,3,22000
BKG01309,PKG0020,USR0395,2024-12-24,2025-03-24,90,3,66200
BKG01310,PKG0050,USR0316,2025-03-28,2025-04-07,10,2,16650
BKG01311,PKG0058,USR0320,2024-02-15,2024-03-16,30,4,90370
BKG01312,PKG0057,USR0120,2025-01-17,2025-01-22,5,2,40590
BKG01313,PKG0038,USR0080,2024-03-28,2024-04-27,30,4,323100
BKG01314,PKG0052,USR0058,2024-09-05,2024-10-20,45,2,19480
BKG01315,PKG0045,USR0318,2024-10-21,2024-12-05,45,2,72840
BKG01316,PKG0052,USR0008,2024-04-23,2024-06-22,60,2,17900
BKG01317,PKG0007,USR0157,2024-01-24,2024-03-24,60,2,16230
BKG01318,PKG0052,USR0170,2025-07-04,2025-07-14,10,4,41700
BKG01319,PKG0052,USR0109,2025-06-19,2025-06-21,2,2,23920
BKG01320,PKG0059,USR0385,2025-05-09,2025-08-07,90,5,97770
BKG01321,PKG0021,USR0319,2024-05-24,2024-08-22,90,1,18150
BKG01322,PKG0037,USR0356,2024-01-19,2024-02-18,30,2,72770
BKG01323,PKG0033,USR0193,2025-06-23,2025-07-13,20,1,26260
BKG01324,PKG0025,USR0023,2024-03-02,2024-04-01,30,2,29110
BKG01325,PKG0009,USR0146,2025-09-24,2025-10-09,15,4,55650
BKG01326,PKG0036,USR0139,2024-01-09,2024-01-24,15,4,34330
BKG01327,PKG0014,USR0035,2024-10-04,2024-11-03,30,10,70510
BKG01328,PKG0048,USR0340,2025-01-03,2025-02-02,30,5,39390
BKG01329,PKG0008,USR0056,2025-01-30,2025-02-14,15,2,94090
BKG01330,PKG0034,USR0119,2025-06-04,2025-06-14,10,6,277080
BKG01331,PKG0023,USR0364,2024-11-19,2025-03-19,120,4,224780
BKG01332,PKG0048,USR0249,2025-06-28,2025-07-13,15,2,18470
BKG01333,PKG0017,USR0046,2025-05-27,2025-09-24,120,2,35420
BKG01334,PKG0060,USR0235,2024-01-23,2024-04-22,90,2,11300
BKG01335,PKG0004,USR0021,2025-06-26,2025-07-11,15,4,36390
BKG01336,PKG0059,USR0157,2025-02-06,2025-02-16,10,4,103220
BKG01337,PKG0024,USR0382,2024-12-21,2024-12-26,5,2,59360
BKG01338,PKG0019,USR0351,2025-10-02,2025-10-17,15,4,137120
BKG01339,PKG0038,USR0155,2025-05-28,2025-07-12,45,6,367300
BKG01340,PKG0051,USR0142,2025-10-02,2025-12-01,60,2,34220
BKG01341,PKG0020,USR0132,2024-01-31,2024-03-16,45,1,24100
BKG01342,PKG0016,USR0285,2024-08-18,2024-11-16,90,1,37350
BKG01343,PKG0016,USR0078,2025-02-06,2025-06-06,120,5,134560
BKG01344,PKG0018,USR0337,2025-01-26,2025-02-25,30,3,39480
BKG01345,PKG0013,USR0267,2025-09-19,2025-11-18,60,3,76490
BKG01346,PKG0040,USR0321,2025-03-03,2025-06-01,90,5,87480
BKG01347,PKG0010,USR0124,2025-03-12,2025-04-11,30,2,34130
BKG01348,PKG0060,USR0160,2024-12-03,2024-12-08,5,1,8730
BKG01349,PKG0059,USR0230,2024-07-30,2024-09-13,45,6,131200
BKG01350,PKG0038,USR0335,2025-07-08,2025-11-05,120,3,197160
BKG01351,PKG0015,USR0351,2024-05-21,2024-08-19,90,4,24130
BKG01352,PKG0043,USR0159,2025-06-20,2025-07-05,15,6,173250
BKG01353,PKG0051,USR0070,2024-05-28,2024-06-12,15,2,31610
BKG01354,PKG0010,USR0336,2024-06-10,2024-08-09,60,10,118830
BKG01355,PKG0030,USR0163,2025-06-29,2025-07-29,30,2,195790
BKG01356,PKG0014,USR0369,2024-11-21,2024-12-11,20,10,59990
BKG01357,PKG0054,USR0075,2024-11-22,2025-01-06,45,6,125570
BKG01358,PKG0056,USR0212,2024-11-06,2025-02-04,90,10,276900
BKG01359,PKG0019,USR0227,2024-10-07,2025-02-04,120,2,49210
BKG01360,PKG0032,USR0078,2024-04-19,2024-07-18,90,1,22490
BKG01361,PKG0031,USR0068,2025-09-18,2025-09-28,10,2,72580
BKG01362,PKG0034,USR0316,2025-08-03,2025-08-08,5,4,221480
BKG01363,PKG0049,USR0314,2024-08-25,2024-10-24,60,5,132760
BKG01364,PKG0058,USR0119,2025-01-02,2025-02-16,45,6,135700
BKG01365,PKG0025,USR0041,2025-05-03,2025-05-08,5,1,18570
BKG01366,PKG0016,USR0069,2025-09-11,2025-10-11,30,3,108150
BKG01367,PKG0027,USR0241,2025-01-17,2025-03-03,45,6,52370
BKG01368,PKG0056,USR0095,2025-05-18,2025-07-02,45,1,31110
BKG01369,PKG0058,USR0243,2024-07-16,2024-08-15,30,4,90320
BKG01370,PKG0036,USR0116,2024-01-16,2024-01-31,15,4,34730
BKG01371,PKG0016,USR0139,2024-08-15,2024-08-25,10,1,38420
BKG01372,PKG0052,USR0381,2024-07-26,2024-08-25,30,1,8820
BKG01373,PKG0031,USR0388,2024-06-30,2024-07-15,15,4,128520
BKG01374,PKG0037,USR0225,2025-05-16,2025-06-30,45,4,139060
BKG01375,PKG0051,USR0353,2025-04-13,2025-06-12,60,2,25460
BKG01376,PKG0003,USR0127,2024-02-12,2024-02-27,15,5,646480
BKG01377,PKG0045,USR0312,2025-01-24,2025-02-08,15,4,141940
BKG01378,PKG0056,USR0369,2025-09-18,2025-11-02,45,2,79290
BKG01379,PKG0035,USR0381,2025-07-03,2025-09-01,60,3,12670
BKG01380,PKG0051,USR0269,2024-02-09,2024-06-08,120,2,25340
BKG01381,PKG0046,USR0267,2025-04-12,2025-06-11,60,2,51670
BKG01382,PKG0019,USR0022,2024-09-08,2024-09-18,10,2,77040
BKG01383,PKG0008,USR0266,2024-02-10,2024-02-15,5,1,55890
BKG01384,PKG0006,USR0286,2024-02-20,2024-05-20,90,6,65440
BKG01385,PKG0048,USR0098,2025-02-11,2025-02-26,15,4,31790
BKG01386,PKG0035,USR0156,2024-10-19,2025-02-16,120,4,15510
BKG01387,PKG0031,USR0237,2024-10-28,2024-11-02,5,5,229760
BKG01388,PKG0022,USR0314,2025-06-13,2025-09-11,90,2,13470
BKG01389,PKG0037,USR0073,2025-04-07,2025-04-27,20,4,174440
BKG01390,PKG0017,USR0047,2024-04-25,2024-05-15,20,4,101040
BKG01391,PKG0022,USR0093,2025-07-13,2025-08-02,20,2,15460
BKG01392,PKG0042,USR0070,2024-11-27,2025-02-25,90,2,87470
BKG01393,PKG0034,USR0231,2025-04-09,2025-05-24,45,3,136390
BKG01394,PKG0022,USR0303,2024-07-25,2024-08-09,15,2,17220
BKG01395,PKG0047,USR0233,2024-11-27,2024-12-07,10,4,153090
BKG01396,PKG0037,USR0355,2024-06-16,2024-06-21,5,2,100020
BKG01397,PKG0011,USR0368,2024-04-03,2024-09-30,180,2,61890
BKG01398,PKG0017,USR0059,2025-01-06,2025-04-06,90,10,208260
BKG01399,PKG0049,USR0044,2025-01-28,2025-03-14,45,2,60090
BKG01400,PKG0033,USR0373,2025-06-07,2025-06-17,10,4,123810
BKG01401,PKG0031,USR0314,2025-01-22,2025-02-06,15,6,228910
BKG01402,PKG0010,USR0282,2024-06-23,2024-07-23,30,3,45490
BKG01403,PKG0041,USR0172,2024-06-02,2024-06-07,5,2,22870
BKG01404,PKG0040,USR0084,2024-07-02,2024-09-30,90,8,142350
BKG01405,PKG0009,USR0394,2025-03-05,2025-06-03,90,2,23050
BKG01406,PKG0004,USR0158,2025-04-01,2025-05-01,30,2,22550
BKG01407,PKG0033,USR0148,2024-04-30,2024-07-29,90,4,86180
BKG01408,PKG0049,USR0068,2024-01-04,2024-05-03,120,1,29720
BKG01409,PKG0046,USR0319,2024-01-13,2024-01-23,10,1,39480
BKG01410,PKG0025,USR0235,2025-05-25,2025-06-14,20,6,61210
BKG01411,PKG0020,USR0279,2025-09-14,2025-09-24,10,6,166800
BKG01412,PKG0029,USR0253,2025-08-25,2025-12-23,120,2,42880
BKG01413,PKG0001,USR0338,2025-02-23,2025-02-28,5,2,133400
BKG01414,PKG0053,USR0227,2025-09-06,2025-09-16,10,2,75060
BKG01415,PKG0039,USR0004,2025-07-14,2025-08-03,20,6,97040
BKG01416,PKG0059,USR0143,2025-07-24,2025-10-22,90,2,39970
BKG01417,PKG0004,USR0107,2024-05-31,2024-06-15,15,2,20630
BKG01418,PKG0057,USR0029,2024-02-07,2024-04-07,60,2,31310
BKG01419,PKG0004,USR0075,2025-08-14,2025-08-16,2,2,21680
BKG01420,PKG0021,USR0309,2024-03-30,2024-04-29,30,6,121500
BKG01421,PKG0022,USR0026,2024-07-01,2024-08-15,45,10,67510
BKG01422,PKG0002,USR0083,2025-09-17,2025-10-02,15,5,48590
BKG01423,PKG0015,USR0339,2025-09-01,2025-10-01,30,5,31450
BKG01424,PKG0025,USR0294,2024-06-30,2024-07-15,15,6,68210
BKG01425,PKG0015,USR0234,2025-01-03,2025-02-02,30,2,12340
BKG01426,PKG0040,USR0019,2024-11-02,2024-11-04,2,5,157660
BKG01427,PKG0017,USR0166,2025-01-23,2025-02-02,10,10,239110
BKG01428,PKG0056,USR0035,2025-07-17,2025-08-31,45,2,75970
BKG01429,PKG0016,USR0034,2024-05-17,2024-07-16,60,2,58190
BKG01430,PKG0051,USR0063,2024-10-08,2024-12-07,60,2,31930
BKG01431,PKG0001,USR0169,2025-06-21,2025-08-20,60,8,272470
BKG01432,PKG0028,USR0108,2025-09-18,2025-11-17,60,3,40730
BKG01433,PKG0034,USR0030,2025-06-25,2025-07-15,20,4,171280
BKG01434,PKG0006,USR0045,2025-09-11,2025-09-16,5,4,53920
BKG01435,PKG0031,USR0362,2025-09-15,2025-09-20,5,8,299420
BKG01436,PKG0004,USR0163,2025-08-11,2025-08-31,20,2,19580
